,lesionTipo,lesionRango,nAnimal,lesionPromedio,sexoAnimales,bursometro,condicionHigado,integridadintestinal,fecha,semana,granja,edadEnDias,ciclo,noGalpon,planVacuna,influenzaVacuna,newcastleVacuna,gumboroVacuna
8933,Pierna Palida,0-1,1,0,M,8,0,8,2020-05-06,19,San Felipe,35,37.0,4.0,P3T1,Trovac,Merial,Bursavac
8934,Rasguños,0-1,1,1,M,8,0,8,2020-05-06,19,San Felipe,35,37.0,4.0,P3T1,Trovac,Merial,Bursavac
8935,Quemadura Cojinete,0-3,1,0,M,8,0,8,2020-05-06,19,San Felipe,35,37.0,4.0,P3T1,Trovac,Merial,Bursavac
8936,Lesion Cavidad Oral,0-1,1,0,M,8,0,8,2020-05-06,19,San Felipe,35,37.0,4.0,P3T1,Trovac,Merial,Bursavac
8937,Retención Saco Vitelino,0-1,1,0,M,8,0,8,2020-05-06,19,San Felipe,35,37.0,4.0,P3T1,Trovac,Merial,Bursavac
8938,Atrofia del Timo,0-2,1,0,M,8,0,8,2020-05-06,19,San Felipe,35,37.0,4.0,P3T1,Trovac,Merial,Bursavac
8939,Daño de Bursa,0-3,1,1,M,8,0,8,2020-05-06,19,San Felipe,35,37.0,4.0,P3T1,Trovac,Merial,Bursavac
8940,Necrosis Cabeza Femur,0-1,1,0,M,8,0,8,2020-05-06,19,San Felipe,35,37.0,4.0,P3T1,Trovac,Merial,Bursavac
8941,Discondroplasia Tibial,0-3,1,0,M,8,0,8,2020-05-06,19,San Felipe,35,37.0,4.0,P3T1,Trovac,Merial,Bursavac
8942,Traqueitis,0-3,1,1,M,8,0,8,2020-05-06,19,San Felipe,35,37.0,4.0,P3T1,Trovac,Merial,Bursavac
8943,Aerosaculitis,0-4,1,0,M,8,0,8,2020-05-06,19,San Felipe,35,37.0,4.0,P3T1,Trovac,Merial,Bursavac
8944,Cardiovascular,0-3,1,1,M,8,0,8,2020-05-06,19,San Felipe,35,37.0,4.0,P3T1,Trovac,Merial,Bursavac
8945,Erosión Molleja,0-3,1,1,M,8,0,8,2020-05-06,19,San Felipe,35,37.0,4.0,P3T1,Trovac,Merial,Bursavac
8946,Comedor de Cama,0-1,1,0,M,8,0,8,2020-05-06,19,San Felipe,35,37.0,4.0,P3T1,Trovac,Merial,Bursavac
8947,Proventriculitis,0-3,1,0,M,8,0,8,2020-05-06,19,San Felipe,35,37.0,4.0,P3T1,Trovac,Merial,Bursavac
8948,Intestinos Engrosados,0-1,1,0,M,8,0,8,2020-05-06,19,San Felipe,35,37.0,4.0,P3T1,Trovac,Merial,Bursavac
8949,Intestinos Adelgazados,0-2,1,0,M,8,0,8,2020-05-06,19,San Felipe,35,37.0,4.0,P3T1,Trovac,Merial,Bursavac
8950,E. Acervulina,0-4,1,0,M,8,0,8,2020-05-06,19,San Felipe,35,37.0,4.0,P3T1,Trovac,Merial,Bursavac
8951,E. Maxima,0-4,1,1,M,8,0,8,2020-05-06,19,San Felipe,35,37.0,4.0,P3T1,Trovac,Merial,Bursavac
8952,E. Tenella,0-4,1,0,M,8,0,8,2020-05-06,19,San Felipe,35,37.0,4.0,P3T1,Trovac,Merial,Bursavac
8953,Exceso de Moco,0-2,1,1,M,8,0,8,2020-05-06,19,San Felipe,35,37.0,4.0,P3T1,Trovac,Merial,Bursavac
8954,Exceso de Fluido,0-1,1,0,M,8,0,8,2020-05-06,19,San Felipe,35,37.0,4.0,P3T1,Trovac,Merial,Bursavac
8955,Descamación Celular,0-2,1,0,M,8,0,8,2020-05-06,19,San Felipe,35,37.0,4.0,P3T1,Trovac,Merial,Bursavac
8956,Tenias,0-1,1,0,M,8,0,8,2020-05-06,19,San Felipe,35,37.0,4.0,P3T1,Trovac,Merial,Bursavac
8957,Enteritis Necrotica,0-1,1,0,M,8,0,8,2020-05-06,19,San Felipe,35,37.0,4.0,P3T1,Trovac,Merial,Bursavac
8958,Pasaje de Alimento,0-2,1,1,M,8,0,8,2020-05-06,19,San Felipe,35,37.0,4.0,P3T1,Trovac,Merial,Bursavac
8959,Gas Cecal,0-2,1,0,M,8,0,8,2020-05-06,19,San Felipe,35,37.0,4.0,P3T1,Trovac,Merial,Bursavac
8960,Hiperemia,0-1,1,0,M,8,0,8,2020-05-06,19,San Felipe,35,37.0,4.0,P3T1,Trovac,Merial,Bursavac
8961,Quemadura de Amoniaco,0-1,1,0,M,8,0,8,2020-05-06,19,San Felipe,35,37.0,4.0,P3T1,Trovac,Merial,Bursavac
8962,Aspergilosis,0-1,1,0,M,8,0,8,2020-05-06,19,San Felipe,35,37.0,4.0,P3T1,Trovac,Merial,Bursavac
8963,Ascitis,0-1,1,0,M,8,0,8,2020-05-06,19,San Felipe,35,37.0,4.0,P3T1,Trovac,Merial,Bursavac
8964,Ascaridios y Gusanos Redondos,0-1,1,0,M,8,0,8,2020-05-06,19,San Felipe,35,37.0,4.0,P3T1,Trovac,Merial,Bursavac
8965,Hemorragias Petequiaeles,0-1,1,0,M,8,0,8,2020-05-06,19,San Felipe,35,37.0,4.0,P3T1,Trovac,Merial,Bursavac
8966,Pierna Palida,0-1,2,0,H,4,TX,8,2020-05-06,19,San Felipe,35,37.0,4.0,P3T1,Trovac,Merial,Bursavac
8967,Rasguños,0-1,2,1,H,4,TX,8,2020-05-06,19,San Felipe,35,37.0,4.0,P3T1,Trovac,Merial,Bursavac
8968,Quemadura Cojinete,0-3,2,1,H,4,TX,8,2020-05-06,19,San Felipe,35,37.0,4.0,P3T1,Trovac,Merial,Bursavac
8969,Lesion Cavidad Oral,0-1,2,0,H,4,TX,8,2020-05-06,19,San Felipe,35,37.0,4.0,P3T1,Trovac,Merial,Bursavac
8970,Retención Saco Vitelino,0-1,2,1,H,4,TX,8,2020-05-06,19,San Felipe,35,37.0,4.0,P3T1,Trovac,Merial,Bursavac
8971,Atrofia del Timo,0-2,2,0,H,4,TX,8,2020-05-06,19,San Felipe,35,37.0,4.0,P3T1,Trovac,Merial,Bursavac
8972,Daño de Bursa,0-3,2,1,H,4,TX,8,2020-05-06,19,San Felipe,35,37.0,4.0,P3T1,Trovac,Merial,Bursavac
8973,Necrosis Cabeza Femur,0-1,2,0,H,4,TX,8,2020-05-06,19,San Felipe,35,37.0,4.0,P3T1,Trovac,Merial,Bursavac
8974,Discondroplasia Tibial,0-3,2,0,H,4,TX,8,2020-05-06,19,San Felipe,35,37.0,4.0,P3T1,Trovac,Merial,Bursavac
8975,Traqueitis,0-3,2,1,H,4,TX,8,2020-05-06,19,San Felipe,35,37.0,4.0,P3T1,Trovac,Merial,Bursavac
8976,Aerosaculitis,0-4,2,2,H,4,TX,8,2020-05-06,19,San Felipe,35,37.0,4.0,P3T1,Trovac,Merial,Bursavac
8977,Cardiovascular,0-3,2,1,H,4,TX,8,2020-05-06,19,San Felipe,35,37.0,4.0,P3T1,Trovac,Merial,Bursavac
8978,Erosión Molleja,0-3,2,0,H,4,TX,8,2020-05-06,19,San Felipe,35,37.0,4.0,P3T1,Trovac,Merial,Bursavac
8979,Comedor de Cama,0-1,2,0,H,4,TX,8,2020-05-06,19,San Felipe,35,37.0,4.0,P3T1,Trovac,Merial,Bursavac
8980,Proventriculitis,0-3,2,0,H,4,TX,8,2020-05-06,19,San Felipe,35,37.0,4.0,P3T1,Trovac,Merial,Bursavac
8981,Intestinos Engrosados,0-1,2,0,H,4,TX,8,2020-05-06,19,San Felipe,35,37.0,4.0,P3T1,Trovac,Merial,Bursavac
8982,Intestinos Adelgazados,0-2,2,0,H,4,TX,8,2020-05-06,19,San Felipe,35,37.0,4.0,P3T1,Trovac,Merial,Bursavac
8983,E. Acervulina,0-4,2,2,H,4,TX,8,2020-05-06,19,San Felipe,35,37.0,4.0,P3T1,Trovac,Merial,Bursavac
8984,E. Maxima,0-4,2,0,H,4,TX,8,2020-05-06,19,San Felipe,35,37.0,4.0,P3T1,Trovac,Merial,Bursavac
8985,E. Tenella,0-4,2,0,H,4,TX,8,2020-05-06,19,San Felipe,35,37.0,4.0,P3T1,Trovac,Merial,Bursavac
8986,Exceso de Moco,0-2,2,1,H,4,TX,8,2020-05-06,19,San Felipe,35,37.0,4.0,P3T1,Trovac,Merial,Bursavac
8987,Exceso de Fluido,0-1,2,0,H,4,TX,8,2020-05-06,19,San Felipe,35,37.0,4.0,P3T1,Trovac,Merial,Bursavac
8988,Descamación Celular,0-2,2,0,H,4,TX,8,2020-05-06,19,San Felipe,35,37.0,4.0,P3T1,Trovac,Merial,Bursavac
8989,Tenias,0-1,2,0,H,4,TX,8,2020-05-06,19,San Felipe,35,37.0,4.0,P3T1,Trovac,Merial,Bursavac
8990,Enteritis Necrotica,0-1,2,0,H,4,TX,8,2020-05-06,19,San Felipe,35,37.0,4.0,P3T1,Trovac,Merial,Bursavac
8991,Pasaje de Alimento,0-2,2,1,H,4,TX,8,2020-05-06,19,San Felipe,35,37.0,4.0,P3T1,Trovac,Merial,Bursavac
8992,Gas Cecal,0-2,2,0,H,4,TX,8,2020-05-06,19,San Felipe,35,37.0,4.0,P3T1,Trovac,Merial,Bursavac
8993,Hiperemia,0-1,2,0,H,4,TX,8,2020-05-06,19,San Felipe,35,37.0,4.0,P3T1,Trovac,Merial,Bursavac
8994,Quemadura de Amoniaco,0-1,2,0,H,4,TX,8,2020-05-06,19,San Felipe,35,37.0,4.0,P3T1,Trovac,Merial,Bursavac
8995,Aspergilosis,0-1,2,0,H,4,TX,8,2020-05-06,19,San Felipe,35,37.0,4.0,P3T1,Trovac,Merial,Bursavac
8996,Ascitis,0-1,2,0,H,4,TX,8,2020-05-06,19,San Felipe,35,37.0,4.0,P3T1,Trovac,Merial,Bursavac
8997,Ascaridios y Gusanos Redondos,0-1,2,0,H,4,TX,8,2020-05-06,19,San Felipe,35,37.0,4.0,P3T1,Trovac,Merial,Bursavac
8998,Hemorragias Petequiaeles,0-1,2,0,H,4,TX,8,2020-05-06,19,San Felipe,35,37.0,4.0,P3T1,Trovac,Merial,Bursavac
8999,Pierna Palida,0-1,1,0,M,4,TX,10,2020-05-11,20,Fortuna,8,37.0,1.0,P1T3,Trovac,Merial,Bursavac
9000,Rasguños,0-1,1,0,M,4,TX,10,2020-05-11,20,Fortuna,8,37.0,1.0,P1T3,Trovac,Merial,Bursavac
9001,Quemadura Cojinete,0-3,1,0,M,4,TX,10,2020-05-11,20,Fortuna,8,37.0,1.0,P1T3,Trovac,Merial,Bursavac
9002,Lesion Cavidad Oral,0-1,1,0,M,4,TX,10,2020-05-11,20,Fortuna,8,37.0,1.0,P1T3,Trovac,Merial,Bursavac
9003,Retención Saco Vitelino,0-1,1,1,M,4,TX,10,2020-05-11,20,Fortuna,8,37.0,1.0,P1T3,Trovac,Merial,Bursavac
9004,Atrofia del Timo,0-2,1,0,M,4,TX,10,2020-05-11,20,Fortuna,8,37.0,1.0,P1T3,Trovac,Merial,Bursavac
9005,Daño de Bursa,0-3,1,0,M,4,TX,10,2020-05-11,20,Fortuna,8,37.0,1.0,P1T3,Trovac,Merial,Bursavac
9006,Necrosis Cabeza Femur,0-1,1,0,M,4,TX,10,2020-05-11,20,Fortuna,8,37.0,1.0,P1T3,Trovac,Merial,Bursavac
9007,Discondroplasia Tibial,0-3,1,0,M,4,TX,10,2020-05-11,20,Fortuna,8,37.0,1.0,P1T3,Trovac,Merial,Bursavac
9008,Traqueitis,0-3,1,0,M,4,TX,10,2020-05-11,20,Fortuna,8,37.0,1.0,P1T3,Trovac,Merial,Bursavac
9009,Aerosaculitis,0-4,1,0,M,4,TX,10,2020-05-11,20,Fortuna,8,37.0,1.0,P1T3,Trovac,Merial,Bursavac
9010,Cardiovascular,0-3,1,1,M,4,TX,10,2020-05-11,20,Fortuna,8,37.0,1.0,P1T3,Trovac,Merial,Bursavac
9011,Erosión Molleja,0-3,1,1,M,4,TX,10,2020-05-11,20,Fortuna,8,37.0,1.0,P1T3,Trovac,Merial,Bursavac
9012,Comedor de Cama,0-1,1,1,M,4,TX,10,2020-05-11,20,Fortuna,8,37.0,1.0,P1T3,Trovac,Merial,Bursavac
9013,Proventriculitis,0-3,1,1,M,4,TX,10,2020-05-11,20,Fortuna,8,37.0,1.0,P1T3,Trovac,Merial,Bursavac
9014,Intestinos Engrosados,0-1,1,0,M,4,TX,10,2020-05-11,20,Fortuna,8,37.0,1.0,P1T3,Trovac,Merial,Bursavac
9015,Intestinos Adelgazados,0-2,1,0,M,4,TX,10,2020-05-11,20,Fortuna,8,37.0,1.0,P1T3,Trovac,Merial,Bursavac
9016,E. Acervulina,0-4,1,0,M,4,TX,10,2020-05-11,20,Fortuna,8,37.0,1.0,P1T3,Trovac,Merial,Bursavac
9017,E. Maxima,0-4,1,0,M,4,TX,10,2020-05-11,20,Fortuna,8,37.0,1.0,P1T3,Trovac,Merial,Bursavac
9018,E. Tenella,0-4,1,0,M,4,TX,10,2020-05-11,20,Fortuna,8,37.0,1.0,P1T3,Trovac,Merial,Bursavac
9019,Exceso de Moco,0-2,1,0,M,4,TX,10,2020-05-11,20,Fortuna,8,37.0,1.0,P1T3,Trovac,Merial,Bursavac
9020,Exceso de Fluido,0-1,1,1,M,4,TX,10,2020-05-11,20,Fortuna,8,37.0,1.0,P1T3,Trovac,Merial,Bursavac
9021,Descamación Celular,0-2,1,0,M,4,TX,10,2020-05-11,20,Fortuna,8,37.0,1.0,P1T3,Trovac,Merial,Bursavac
9022,Tenias,0-1,1,0,M,4,TX,10,2020-05-11,20,Fortuna,8,37.0,1.0,P1T3,Trovac,Merial,Bursavac
9023,Enteritis Necrotica,0-1,1,0,M,4,TX,10,2020-05-11,20,Fortuna,8,37.0,1.0,P1T3,Trovac,Merial,Bursavac
9024,Pasaje de Alimento,0-2,1,0,M,4,TX,10,2020-05-11,20,Fortuna,8,37.0,1.0,P1T3,Trovac,Merial,Bursavac
9025,Gas Cecal,0-2,1,0,M,4,TX,10,2020-05-11,20,Fortuna,8,37.0,1.0,P1T3,Trovac,Merial,Bursavac
9026,Hiperemia,0-1,1,1,M,4,TX,10,2020-05-11,20,Fortuna,8,37.0,1.0,P1T3,Trovac,Merial,Bursavac
9027,Quemadura de Amoniaco,0-1,1,0,M,4,TX,10,2020-05-11,20,Fortuna,8,37.0,1.0,P1T3,Trovac,Merial,Bursavac
9028,Aspergilosis,0-1,1,0,M,4,TX,10,2020-05-11,20,Fortuna,8,37.0,1.0,P1T3,Trovac,Merial,Bursavac
9029,Ascitis,0-1,1,0,M,4,TX,10,2020-05-11,20,Fortuna,8,37.0,1.0,P1T3,Trovac,Merial,Bursavac
9030,Ascaridios y Gusanos Redondos,0-1,1,0,M,4,TX,10,2020-05-11,20,Fortuna,8,37.0,1.0,P1T3,Trovac,Merial,Bursavac
9031,Hemorragias Petequiaeles,0-1,1,1,M,4,TX,10,2020-05-11,20,Fortuna,8,37.0,1.0,P1T3,Trovac,Merial,Bursavac
9032,Pierna Palida,0-1,2,0,H,3,C,9,2020-05-11,20,Fortuna,8,37.0,1.0,P1T3,Trovac,Merial,Bursavac
9033,Rasguños,0-1,2,0,H,3,C,9,2020-05-11,20,Fortuna,8,37.0,1.0,P1T3,Trovac,Merial,Bursavac
9034,Quemadura Cojinete,0-3,2,0,H,3,C,9,2020-05-11,20,Fortuna,8,37.0,1.0,P1T3,Trovac,Merial,Bursavac
9035,Lesion Cavidad Oral,0-1,2,0,H,3,C,9,2020-05-11,20,Fortuna,8,37.0,1.0,P1T3,Trovac,Merial,Bursavac
9036,Retención Saco Vitelino,0-1,2,1,H,3,C,9,2020-05-11,20,Fortuna,8,37.0,1.0,P1T3,Trovac,Merial,Bursavac
9037,Atrofia del Timo,0-2,2,0,H,3,C,9,2020-05-11,20,Fortuna,8,37.0,1.0,P1T3,Trovac,Merial,Bursavac
9038,Daño de Bursa,0-3,2,0,H,3,C,9,2020-05-11,20,Fortuna,8,37.0,1.0,P1T3,Trovac,Merial,Bursavac
9039,Necrosis Cabeza Femur,0-1,2,0,H,3,C,9,2020-05-11,20,Fortuna,8,37.0,1.0,P1T3,Trovac,Merial,Bursavac
9040,Discondroplasia Tibial,0-3,2,0,H,3,C,9,2020-05-11,20,Fortuna,8,37.0,1.0,P1T3,Trovac,Merial,Bursavac
9041,Traqueitis,0-3,2,0,H,3,C,9,2020-05-11,20,Fortuna,8,37.0,1.0,P1T3,Trovac,Merial,Bursavac
9042,Aerosaculitis,0-4,2,0,H,3,C,9,2020-05-11,20,Fortuna,8,37.0,1.0,P1T3,Trovac,Merial,Bursavac
9043,Cardiovascular,0-3,2,0,H,3,C,9,2020-05-11,20,Fortuna,8,37.0,1.0,P1T3,Trovac,Merial,Bursavac
9044,Erosión Molleja,0-3,2,1,H,3,C,9,2020-05-11,20,Fortuna,8,37.0,1.0,P1T3,Trovac,Merial,Bursavac
9045,Comedor de Cama,0-1,2,1,H,3,C,9,2020-05-11,20,Fortuna,8,37.0,1.0,P1T3,Trovac,Merial,Bursavac
9046,Proventriculitis,0-3,2,0,H,3,C,9,2020-05-11,20,Fortuna,8,37.0,1.0,P1T3,Trovac,Merial,Bursavac
9047,Intestinos Engrosados,0-1,2,0,H,3,C,9,2020-05-11,20,Fortuna,8,37.0,1.0,P1T3,Trovac,Merial,Bursavac
9048,Intestinos Adelgazados,0-2,2,0,H,3,C,9,2020-05-11,20,Fortuna,8,37.0,1.0,P1T3,Trovac,Merial,Bursavac
9049,E. Acervulina,0-4,2,0,H,3,C,9,2020-05-11,20,Fortuna,8,37.0,1.0,P1T3,Trovac,Merial,Bursavac
9050,E. Maxima,0-4,2,0,H,3,C,9,2020-05-11,20,Fortuna,8,37.0,1.0,P1T3,Trovac,Merial,Bursavac
9051,E. Tenella,0-4,2,1,H,3,C,9,2020-05-11,20,Fortuna,8,37.0,1.0,P1T3,Trovac,Merial,Bursavac
9052,Exceso de Moco,0-2,2,0,H,3,C,9,2020-05-11,20,Fortuna,8,37.0,1.0,P1T3,Trovac,Merial,Bursavac
9053,Exceso de Fluido,0-1,2,1,H,3,C,9,2020-05-11,20,Fortuna,8,37.0,1.0,P1T3,Trovac,Merial,Bursavac
9054,Descamación Celular,0-2,2,0,H,3,C,9,2020-05-11,20,Fortuna,8,37.0,1.0,P1T3,Trovac,Merial,Bursavac
9055,Tenias,0-1,2,0,H,3,C,9,2020-05-11,20,Fortuna,8,37.0,1.0,P1T3,Trovac,Merial,Bursavac
9056,Enteritis Necrotica,0-1,2,0,H,3,C,9,2020-05-11,20,Fortuna,8,37.0,1.0,P1T3,Trovac,Merial,Bursavac
9057,Pasaje de Alimento,0-2,2,0,H,3,C,9,2020-05-11,20,Fortuna,8,37.0,1.0,P1T3,Trovac,Merial,Bursavac
9058,Gas Cecal,0-2,2,1,H,3,C,9,2020-05-11,20,Fortuna,8,37.0,1.0,P1T3,Trovac,Merial,Bursavac
9059,Hiperemia,0-1,2,0,H,3,C,9,2020-05-11,20,Fortuna,8,37.0,1.0,P1T3,Trovac,Merial,Bursavac
9060,Quemadura de Amoniaco,0-1,2,0,H,3,C,9,2020-05-11,20,Fortuna,8,37.0,1.0,P1T3,Trovac,Merial,Bursavac
9061,Aspergilosis,0-1,2,0,H,3,C,9,2020-05-11,20,Fortuna,8,37.0,1.0,P1T3,Trovac,Merial,Bursavac
9062,Ascitis,0-1,2,0,H,3,C,9,2020-05-11,20,Fortuna,8,37.0,1.0,P1T3,Trovac,Merial,Bursavac
9063,Ascaridios y Gusanos Redondos,0-1,2,0,H,3,C,9,2020-05-11,20,Fortuna,8,37.0,1.0,P1T3,Trovac,Merial,Bursavac
9064,Hemorragias Petequiaeles,0-1,2,1,H,3,C,9,2020-05-11,20,Fortuna,8,37.0,1.0,P1T3,Trovac,Merial,Bursavac
9065,Pierna Palida,0-1,1,0,0,4,TX,9,2020-05-11,20,Miramar,14,37.0,1.0,P1T3,Trovac,Merial,Bursavac
9066,Rasguños,0-1,1,0,0,4,TX,9,2020-05-11,20,Miramar,14,37.0,1.0,P1T3,Trovac,Merial,Bursavac
9067,Quemadura Cojinete,0-3,1,0,0,4,TX,9,2020-05-11,20,Miramar,14,37.0,1.0,P1T3,Trovac,Merial,Bursavac
9068,Lesion Cavidad Oral,0-1,1,0,0,4,TX,9,2020-05-11,20,Miramar,14,37.0,1.0,P1T3,Trovac,Merial,Bursavac
9069,Retención Saco Vitelino,0-1,1,0,0,4,TX,9,2020-05-11,20,Miramar,14,37.0,1.0,P1T3,Trovac,Merial,Bursavac
9070,Atrofia del Timo,0-2,1,0,0,4,TX,9,2020-05-11,20,Miramar,14,37.0,1.0,P1T3,Trovac,Merial,Bursavac
9071,Daño de Bursa,0-3,1,0,0,4,TX,9,2020-05-11,20,Miramar,14,37.0,1.0,P1T3,Trovac,Merial,Bursavac
9072,Necrosis Cabeza Femur,0-1,1,0,0,4,TX,9,2020-05-11,20,Miramar,14,37.0,1.0,P1T3,Trovac,Merial,Bursavac
9073,Discondroplasia Tibial,0-3,1,0,0,4,TX,9,2020-05-11,20,Miramar,14,37.0,1.0,P1T3,Trovac,Merial,Bursavac
9074,Traqueitis,0-3,1,0,0,4,TX,9,2020-05-11,20,Miramar,14,37.0,1.0,P1T3,Trovac,Merial,Bursavac
9075,Aerosaculitis,0-4,1,1,0,4,TX,9,2020-05-11,20,Miramar,14,37.0,1.0,P1T3,Trovac,Merial,Bursavac
9076,Cardiovascular,0-3,1,1,0,4,TX,9,2020-05-11,20,Miramar,14,37.0,1.0,P1T3,Trovac,Merial,Bursavac
9077,Erosión Molleja,0-3,1,0,0,4,TX,9,2020-05-11,20,Miramar,14,37.0,1.0,P1T3,Trovac,Merial,Bursavac
9078,Comedor de Cama,0-1,1,0,0,4,TX,9,2020-05-11,20,Miramar,14,37.0,1.0,P1T3,Trovac,Merial,Bursavac
9079,Proventriculitis,0-3,1,1,0,4,TX,9,2020-05-11,20,Miramar,14,37.0,1.0,P1T3,Trovac,Merial,Bursavac
9080,Intestinos Engrosados,0-1,1,0,0,4,TX,9,2020-05-11,20,Miramar,14,37.0,1.0,P1T3,Trovac,Merial,Bursavac
9081,Intestinos Adelgazados,0-2,1,0,0,4,TX,9,2020-05-11,20,Miramar,14,37.0,1.0,P1T3,Trovac,Merial,Bursavac
9082,E. Acervulina,0-4,1,0,0,4,TX,9,2020-05-11,20,Miramar,14,37.0,1.0,P1T3,Trovac,Merial,Bursavac
9083,E. Maxima,0-4,1,1,0,4,TX,9,2020-05-11,20,Miramar,14,37.0,1.0,P1T3,Trovac,Merial,Bursavac
9084,E. Tenella,0-4,1,0,0,4,TX,9,2020-05-11,20,Miramar,14,37.0,1.0,P1T3,Trovac,Merial,Bursavac
9085,Exceso de Moco,0-2,1,1,0,4,TX,9,2020-05-11,20,Miramar,14,37.0,1.0,P1T3,Trovac,Merial,Bursavac
9086,Exceso de Fluido,0-1,1,1,0,4,TX,9,2020-05-11,20,Miramar,14,37.0,1.0,P1T3,Trovac,Merial,Bursavac
9087,Descamación Celular,0-2,1,0,0,4,TX,9,2020-05-11,20,Miramar,14,37.0,1.0,P1T3,Trovac,Merial,Bursavac
9088,Tenias,0-1,1,0,0,4,TX,9,2020-05-11,20,Miramar,14,37.0,1.0,P1T3,Trovac,Merial,Bursavac
9089,Enteritis Necrotica,0-1,1,0,0,4,TX,9,2020-05-11,20,Miramar,14,37.0,1.0,P1T3,Trovac,Merial,Bursavac
9090,Pasaje de Alimento,0-2,1,0,0,4,TX,9,2020-05-11,20,Miramar,14,37.0,1.0,P1T3,Trovac,Merial,Bursavac
9091,Gas Cecal,0-2,1,0,0,4,TX,9,2020-05-11,20,Miramar,14,37.0,1.0,P1T3,Trovac,Merial,Bursavac
9092,Hiperemia,0-1,1,0,0,4,TX,9,2020-05-11,20,Miramar,14,37.0,1.0,P1T3,Trovac,Merial,Bursavac
9093,Quemadura de Amoniaco,0-1,1,0,0,4,TX,9,2020-05-11,20,Miramar,14,37.0,1.0,P1T3,Trovac,Merial,Bursavac
9094,Aspergilosis,0-1,1,0,0,4,TX,9,2020-05-11,20,Miramar,14,37.0,1.0,P1T3,Trovac,Merial,Bursavac
9095,Ascitis,0-1,1,0,0,4,TX,9,2020-05-11,20,Miramar,14,37.0,1.0,P1T3,Trovac,Merial,Bursavac
9096,Ascaridios y Gusanos Redondos,0-1,1,0,0,4,TX,9,2020-05-11,20,Miramar,14,37.0,1.0,P1T3,Trovac,Merial,Bursavac
9097,Hemorragias Petequiaeles,0-1,1,1,0,4,TX,9,2020-05-11,20,Miramar,14,37.0,1.0,P1T3,Trovac,Merial,Bursavac
9098,Pierna Palida,0-1,2,0,H,4,TX,10,2020-05-11,20,Miramar,14,37.0,1.0,P1T3,Trovac,Merial,Bursavac
9099,Rasguños,0-1,2,0,H,4,TX,10,2020-05-11,20,Miramar,14,37.0,1.0,P1T3,Trovac,Merial,Bursavac
9100,Quemadura Cojinete,0-3,2,0,H,4,TX,10,2020-05-11,20,Miramar,14,37.0,1.0,P1T3,Trovac,Merial,Bursavac
9101,Lesion Cavidad Oral,0-1,2,0,H,4,TX,10,2020-05-11,20,Miramar,14,37.0,1.0,P1T3,Trovac,Merial,Bursavac
9102,Retención Saco Vitelino,0-1,2,0,H,4,TX,10,2020-05-11,20,Miramar,14,37.0,1.0,P1T3,Trovac,Merial,Bursavac
9103,Atrofia del Timo,0-2,2,0,H,4,TX,10,2020-05-11,20,Miramar,14,37.0,1.0,P1T3,Trovac,Merial,Bursavac
9104,Daño de Bursa,0-3,2,0,H,4,TX,10,2020-05-11,20,Miramar,14,37.0,1.0,P1T3,Trovac,Merial,Bursavac
9105,Necrosis Cabeza Femur,0-1,2,0,H,4,TX,10,2020-05-11,20,Miramar,14,37.0,1.0,P1T3,Trovac,Merial,Bursavac
9106,Discondroplasia Tibial,0-3,2,0,H,4,TX,10,2020-05-11,20,Miramar,14,37.0,1.0,P1T3,Trovac,Merial,Bursavac
9107,Traqueitis,0-3,2,0,H,4,TX,10,2020-05-11,20,Miramar,14,37.0,1.0,P1T3,Trovac,Merial,Bursavac
9108,Aerosaculitis,0-4,2,0,H,4,TX,10,2020-05-11,20,Miramar,14,37.0,1.0,P1T3,Trovac,Merial,Bursavac
9109,Cardiovascular,0-3,2,2,H,4,TX,10,2020-05-11,20,Miramar,14,37.0,1.0,P1T3,Trovac,Merial,Bursavac
9110,Erosión Molleja,0-3,2,0,H,4,TX,10,2020-05-11,20,Miramar,14,37.0,1.0,P1T3,Trovac,Merial,Bursavac
9111,Comedor de Cama,0-1,2,0,H,4,TX,10,2020-05-11,20,Miramar,14,37.0,1.0,P1T3,Trovac,Merial,Bursavac
9112,Proventriculitis,0-3,2,0,H,4,TX,10,2020-05-11,20,Miramar,14,37.0,1.0,P1T3,Trovac,Merial,Bursavac
9113,Intestinos Engrosados,0-1,2,0,H,4,TX,10,2020-05-11,20,Miramar,14,37.0,1.0,P1T3,Trovac,Merial,Bursavac
9114,Intestinos Adelgazados,0-2,2,0,H,4,TX,10,2020-05-11,20,Miramar,14,37.0,1.0,P1T3,Trovac,Merial,Bursavac
9115,E. Acervulina,0-4,2,0,H,4,TX,10,2020-05-11,20,Miramar,14,37.0,1.0,P1T3,Trovac,Merial,Bursavac
9116,E. Maxima,0-4,2,1,H,4,TX,10,2020-05-11,20,Miramar,14,37.0,1.0,P1T3,Trovac,Merial,Bursavac
9117,E. Tenella,0-4,2,1,H,4,TX,10,2020-05-11,20,Miramar,14,37.0,1.0,P1T3,Trovac,Merial,Bursavac
9118,Exceso de Moco,0-2,2,0,H,4,TX,10,2020-05-11,20,Miramar,14,37.0,1.0,P1T3,Trovac,Merial,Bursavac
9119,Exceso de Fluido,0-1,2,1,H,4,TX,10,2020-05-11,20,Miramar,14,37.0,1.0,P1T3,Trovac,Merial,Bursavac
